Name, Birthyear, Birthplace, Deathyear, Deathcause, Award, Height, Religion
Gordon Cochrane (pilot), 1916, NA, 1994, NA, 2, NA, NA
Gordon D. Gayle, 1917, NA, 2013, NA, 2, NA, NA
Gordon Douglas Yntema, 1945, NA, 1968, NA, 3, NA, NA
Gordon Duncan (aviator), 1899, NA, 1941, NA, 43, NA, NA
Gordon Fox Rule, 1898, NA, 1987, NA, 2, NA, NA
Gordon Glisson, 1930, United States, 1997, NA, 3, NA, NA
Gordon Grimsley King, 1918, NA, 2009, NA, 27, NA, NA
Gordon Guggisberg, 1869, NA, 1930, NA, 3, NA, NA
Gordon H. Torrey, 1919, NA, 1995, NA, 40, NA, NA
Gordon Herbert Vasse, 1899, NA, 1965, NA, 27, NA, NA
Gordon Holmes MacMillan, 1897, NA, 1986, NA, 6, NA, NA
Gordon Hubback, 1902, NA, 1970, NA, 2, NA, NA
Gordon Kidd Teal, 1907, NA, 2003, NA, 19, NA, NA
Gordon Kidder, 1914, NA, 1944, NA, 23, NA, NA
Gordon M. Craig, 1929, NA, 1950, NA, 2, NA, NA
Gordon Macready, 1891, NA, 1956, NA, 5, NA, NA
Gordon McClymont, 1920, NA, 2000, NA, 2, NA, NA
Gordon McGregor, 1901, NA, 1971, NA, 2, NA, NA
Gordon Olive, 1916, NA, 1987, NA, 2, NA, NA
Gordon Olley, 1893, NA, 1958, NA, 14, NA, NA
Gordon P. Saville, 1902, NA, 1984, NA, 5, NA, NA
Gordon Slemon, 1924, NA, 2011, NA, 15, NA, NA
Gordon Steege, 1917, NA, 2013, NA, 3, NA, NA
Gordon Strachey Shephard, 1885, NA, 1918, NA, 3, NA, NA
Gordon Tait (Royal Navy officer), 1921, NA, 2005, NA, 2, NA, NA
Gordon Thomas Whyburn, 1904, NA, 1969, NA, 15, NA, NA
Gordon Waite Underwood, 1910, NA, 1978, NA, 10, NA, NA
Gordon Willey, 1913, NA, 2002, NA, 17, NA, NA
Gordon Willis, 1931, NA, 2014, NA, 22, NA, NA
Gordon Wilson (British Army doctor), 1887, NA, 1971, NA, 4, NA, NA
Gorman DeFreest Larner, 1897, NA, 1984, NA, 2, NA, NA
Gotfred Jensen, 1872, NA, 1945, NA, 14, NA, NA
Gotlieb Luty, 1842, NA, 1904, NA, 14, NA, NA
Gottfried Bäumler, 1921, Germany, 1945, NA, 32, NA, NA
Gottfried Ehmann, 1898, NA, 1953, NA, 3, NA, NA
Gottfried Freiherr von Banfield, 1890, NA, 1986, NA, 3, NA, NA
Gottfried Frölich, 1894, Germany, 1959, NA, 32, NA, NA
Gottfried Tornau, 1919, Germany, 1992, NA, 32, NA, NA
Gottfried Weber (general), 1899, NA, 1958, NA, 32, NA, NA
Gottfried von Erdmannsdorff, 1893, Germany, 1946, NA, 32, NA, NA
Gotthard Fischer, 1891, NA, 1969, NA, 32, NA, NA
Gotthard Frantz, 1888, Germany, 1973, NA, 32, NA, NA
Gotthard Sachsenberg, 1891, NA, 1961, NA, 3, NA, NA
Gottlieb Hering, 1887, NA, 1945, NA, 10, NA, NA
Gottlieb Renz, 1911, Germany, 1945, NA, 4, NA, NA
Gottlob Müller, 1895, Germany, 1945, NA, 32, NA, NA
Gourish Kaikini, 1912, NA, 2002, NA, 2, NA, NA
Govind Ram Nirmalkar, 1935, NA, 2014, NA, 3, NA, NA
Govind Sakharam Sardesai, 1865, NA, 1959, NA, 13, NA, NA
Gower Champion, 1919, United States, 1980, NA, 2, NA, NA
Grace Beacham Freeman, 1916, NA, 2002, NA, 28, NA, NA
Grace Bussell, 1860, NA, 1935, NA, 20, NA, NA
Grace Wilson, 1879, NA, 1957, NA, 4, NA, NA
Grady Patterson, 1924, NA, 2009, NA, 37, NA, Christian
Grady W. White, 1924, NA, 2010, NA, 2, NA, NA
Graham Allan, 1936, NA, 2007, NA, 13, NA, NA
Graham Beresford Parkinson, 1896, New Zealand, 1979, NA, 4, NA, NA
Graham Kennedy, 1934, NA, 2005, NA, 18, NA, NA
Graham Liggins, 1926, NA, 2010, NA, 2, NA, NA
Graham Parish, 1912, NA, 1942, NA, 12, NA, NA
Graham Stuart Thomas, 1909, NA, 2003, NA, 3, NA, NA
Grahame Donald, 1891, NA, 1976, NA, 5, NA, NA
Granville Bradshaw, 1887, NA, 1969, NA, 27, NA, NA
Granville Roland Fortescue, 1875, NA, 1952, NA, 3, NA, NA
Greely S. Curtis, 1830, NA, 1897, NA, 17, NA, NA
Greg Clark (journalist), 1892, NA, 1977, NA, 2, NA, NA
Greg Hjorth, 1963, NA, 2011, NA, 30, NA, NA
Gregers Gram, 1917, NA, 1944, NA, 3, NA, NA
Gregor Baunach, 1912, Germany, 1945, NA, 32, NA, NA
Gregor Wentzel, 1898, Germany, 1978, NA, 16, NA, NA
Gregorio Y. Zara, 1902, NA, 1978, NA, 37, NA, NA
Gregory B. Salisbury, 1910, NA, 1968, NA, 40, NA, NA
Gregory Evans, 1913, NA, 2010, NA, 2, NA, NA
Gregory M. Garibian, 1924, NA, 1991, NA, 33, NA, NA
Gresham Nicholson, 1892, NA, 1975, NA, 4, NA, NA
Grete Margaret Schüller, 1900, NA, 1984, NA, 37, NA, NA
Griffin Seward, 1842, NA, 1908, NA, 14, NA, NA
Grigori Engelhardt, 1759, NA, 1834, NA, 14, NA, NA
Grigori Shchedrin, 1912, NA, 1995, NA, 7, NA, NA
Grigorios Spandidakis, 1909, NA, 1996, NA, 24, NA, NA
Grigoriy Lvovitch Bondarevsky, 1920, NA, 2003, NA, 10, NA, NA
Grigoriy Rechkalov, 1920, NA, 1990, NA, 14, NA, NA
Grigoriy Suk, 1896, NA, 1917, NA, 3, NA, NA
Grigory Butakov, 1820, NA, 1882, NA, 13, NA, NA
Grigory Oriol, 1904, NA, 1974, NA, 5, NA, NA
Grigory Verzhbitsky, 1875, NA, 1942, NA, 4, NA, NA
Gris Davies-Scourfield, 1918, NA, 2006, NA, 3, NA, NA
Grover Loening, 1888, NA, 1976, NA, 2, NA, NA
Guan Linzheng, 1905, NA, 1980, NA, 2, NA, NA
Guglielmo Fornagiari, 1892, Italy, 1956, NA, 23, NA, NA
Guglielmo Nasi, 1879, Italy, 1971, NA, 6, NA, NA
Guido Altarelli, 1941, Italy, 2015, NA, 13, NA, NA
Guido Goldschmiedt, 1850, Austria, 1915, NA, 12, NA, NA
Guido Masiero, 1895, Italy, 1942, NA, 2, NA, NA
Guido Nardini, 1881, Italy, 1928, NA, 23, NA, NA
Guillaume Guillon-Lethière, 1760, NA, 1832, NA, 12, NA, NA
Gulab Bai, 1926, NA, 1996, NA, 10, NA, NA
Gulab Mohanlal Hiranandani, 1931, NA, 2009, NA, 3, NA, NA
Gulabdas Broker, 1909, NA, 2006, NA, 2, NA, NA
Gulam Rabbani Taban, 1914, NA, 1992, NA, 2, NA, NA
Gulshan Lal Tandon, NA, NA, 2012, NA, 13, NA, NA
Gulumbu Yunupingu, NA, NA, 2012, NA, 54, NA, NA
Gunasena de Soyza, 1902, NA, 1961, NA, 2, NA, NA
Gunnar Hoppe, 1914, NA, 2005, NA, 46, NA, NA
Guo Moruo, 1892, NA, 1978, NA, 15, NA, NA
Gurdon H. Barter, 1843, NA, 1900, NA, 14, NA, NA
Gus Broberg, 1920, NA, 2001, NA, 35, 1.8542, NA
Gus Kefurt, 1917, NA, 1944, NA, 3, NA, NA
Gus Kelly (politician), 1890, NA, 1967, NA, 3, NA, Catholicism
Gus Winckel, 1912, NA, 2013, NA, 2, NA, NA
Gust Avrakotos, 1938, United States, 2005, Stroke, 27, NA, NA
Gust J. Swenning, 1917, NA, 1942, NA, 10, NA, NA
Gustaf Lindström, 1829, Sweden, 1901, NA, 15, NA, NA
Gustaf Magnusson, 1902, NA, 1993, NA, 16, NA, NA
Gustaf Wrede, 1889, NA, 1959, NA, 6, NA, NA
Gustav-Adolf Blancbois, 1917, NA, 1993, NA, 32, NA, NA
Gustav-Adolf Bruns, 1902, Germany, 1945, NA, 32, NA, NA
Gustav-Adolf Bursche, 1918, Germany, 2005, NA, 32, NA, NA
Gustav-Adolf von Nostitz-Wallwitz, 1898, Germany, 1945, NA, 32, NA, NA
Gustav-Georg Knabe, 1897, Germany, 1972, NA, 32, NA, NA
Gustav A. Sundquist, 1879, NA, 1918, NA, 14, NA, NA
Gustav Altmann, 1912, NA, 1981, NA, 32, NA, NA
Gustav Alvermann, 1897, Germany, 1942, NA, 32, NA, NA
Gustav Anton von Wietersheim, 1884, NA, 1974, NA, 2, NA, NA
Gustav Bergmann (soldier), 1914, NA, 1944, NA, 32, NA, NA
Gustav Denk, 1915, Germany, 1943, NA, 32, NA, NA
Gustav Dörr, 1887, NA, 1928, NA, 2, NA, NA
Gustav Elfving, 1908, Finland, 1984, NA, 3, NA, NA
Gustav Fehn, 1892, NA, 1945, NA, 32, NA, NA
Gustav Forstmann, 1908, NA, 1985, NA, 32, NA, NA
Gustav Freiherr von Liebenstein, 1891, Germany, 1967, NA, 32, NA, NA
Gustav Frielinghaus, 1912, Germany, 1944, NA, 32, NA, NA
Gustav Gihr, 1894, NA, 1959, NA, 12, NA, NA
Gustav Harteneck, 1892, Germany, 1984, NA, 32, NA, NA
Gustav Heinrich Johann Apollon Tammann, 1861, NA, 1938, NA, 12, NA, NA
Gustav Heistermann von Ziehlberg, 1898, NA, 1945, NA, 32, NA, NA
Gustav Hundt, 1894, Germany, 1945, NA, 32, NA, NA
Gustav Höhne, 1893, Poland, 1951, NA, 32, NA, NA
Gustav Kieseritzky, 1893, Germany, 1943, NA, 32, NA, NA
Gustav Klaudat, NA, NA, 1918, NA, 10, NA, NA
Gustav Knittel, 1914, NA, 1976, NA, 9, NA, NA
Gustav Leffers, 1895, NA, 1916, NA, 4, NA, NA
Gustav Morelli, 1848, NA, 1909, NA, 21, NA, NA
Gustav Poel, 1917, NA, 2009, NA, 32, NA, NA
Gustav Ponath, 1898, NA, 1941, NA, 32, NA, NA
Gustav Preßler, 1912, NA, 1985, NA, 32, NA, NA
Gustav Reimar, 1910, Germany, 1945, NA, 32, NA, NA
Gustav Rödel, 1915, NA, 1995, NA, 2, NA, NA
Gustav Schmidt (general), 1894, Germany, 1943, NA, 32, NA, NA
Gustav Schreiber, 1916, Germany, 1995, NA, 5, NA, NA
Gustav Schubert, 1916, NA, 1945, NA, 32, NA, NA
Gustav Sprick, 1917, NA, 1941, NA, 32, NA, NA
Gustav Stühmer, 1914, Germany, 1944, NA, 32, NA, NA
Gustav Wagner (Wehrmacht), 1890, NA, 1951, NA, 32, NA, NA
Gustav Wilke, 1898, NA, 1977, NA, 32, NA, NA
Gustav von Alvensleben, 1803, NA, 1881, NA, 14, NA, NA
Gustave-Auguste Ferrié, 1868, NA, 1932, NA, 2, NA, NA
Gustave Daladier, 1888, NA, 1974, NA, 5, NA, NA
Gustave Douchy, 1893, NA, 1943, NA, 4, NA, NA
Gustave Gingras, 1918, NA, 1996, NA, 15, NA, NA
Gustave Lanctot, 1883, NA, 1975, NA, 15, NA, NA
Gustave Léon Niox, 1840, France, 1921, NA, 4, NA, NA
Gustave Naudin, 1890, NA, 1978, NA, 3, NA, NA
Gustave Rives, 1858, NA, 1926, NA, 16, NA, NA
Gustave Tassell, 1926, NA, 2014, NA, 3, NA, NA
Gustavo Bacarisas, 1873, NA, 1971, NA, 2, NA, NA
Gustavo Álvarez Martínez, 1938, Honduras, 1989, NA, 15, NA, NA
Gusztáv Jány, 1883, NA, 1947, NA, 2, NA, NA
Guy Bainbridge, 1867, NA, 1943, NA, 17, NA, NA
Guy Beaulne, 1921, NA, 2001, NA, 2, NA, NA
Guy Borthwick Moore, 1895, NA, 1918, NA, 14, NA, NA
Guy Branch, 1913, NA, 1940, NA, 22, NA, NA
Guy Brownlow, 1883, NA, 1960, NA, 27, NA, NA
Guy Coulombe, 1936, NA, 2011, NA, 24, NA, NA
Guy D'Artois, 1917, NA, 1999, NA, 3, NA, NA
Guy D'Oyly-Hughes, 1891, NA, 1940, NA, 3, NA, NA
Guy Dodson, 1937, NA, 2012, NA, 3, NA, NA
Guy Gaunt, ['1869', '1870'], Australia, 1953, NA, 17, NA, NA
Guy Grantham, 1900, NA, 1992, NA, 3, NA, NA
Guy Gregson, 1906, NA, 1988, NA, 4, NA, NA
Guy Henry (equestrian), 1875, NA, 1967, NA, 4, NA, NA
Guy Le Borgne, 1920, France, 2007, NA, 4, NA, NA
Guy Livingston (British Army officer), 1881, NA, 1950, NA, 33, NA, NA
Guy M. Townsend, 1920, NA, 2011, NA, 6, NA, NA
Guy Riley, 1884, NA, 1964, NA, 2, NA, NA
Guy Royle, 1885, NA, 1954, NA, 2, NA, NA
Guy Russell, 1898, NA, 1977, NA, 3, NA, NA
Guy S. Meloy Jr., 1903, NA, 1964, NA, 7, NA, NA
Guy W. S. Castle, 1879, NA, 1919, NA, 14, NA, NA
Guy Wareing, 1899, NA, 1918, NA, 43, NA, NA
Guy William Price, 1895, NA, 1918, NA, 44, NA, NA
Guy Williams (British Army officer), 1881, NA, 1959, NA, 3, NA, NA
Guðmundur Kjærnested, 1923, NA, 2005, NA, 3, NA, NA
Gwilym Hugh Lewis, 1897, NA, 1996, NA, 43, NA, NA
Gwilym Ivor Thomas, 1893, NA, 1972, NA, 4, NA, NA
Gyan Chand Jain, 1923, NA, 2007, NA, 10, NA, NA
Gyula Juhász, 1883, NA, 1937, NA, 16, NA, NA
Gyula Moór, 1888, NA, 1950, NA, 29, NA, NA
György Györffy, 1917, NA, 2000, NA, 2, NA, NA
György Petri, 1943, NA, 2000, NA, 3, NA, NA
Gérard Charles Édouard Thériault, 1932, NA, 1998, NA, 2, NA, NA
Gérard Thurnauer, 1926, NA, 2014, NA, 37, NA, NA
Géza Varga, 1921, NA, 2004, NA, 2, NA, NA
Géza Zemplén, 1883, Hungary, 1956, NA, 13, NA, NA
Götz Freiherr von Mirbach, 1915, NA, 1968, NA, 32, NA, NA
Günter Amelung, 1914, Germany, 1944, NA, 32, NA, NA
Günter Corßen, 1916, Germany, 1990, NA, 32, NA, NA
Günter Fink, 1918, Germany, 1943, NA, 32, NA, NA
Günter Glasner, 1917, NA, 2012, NA, 32, NA, NA
Günter Goebel, 1917, NA, 1993, NA, 32, NA, NA
Günter Klappich, 1917, Germany, 1943, NA, 32, NA, NA
Günter Kuhnke, 1912, NA, 1990, NA, 2, NA, NA
Günter Luther, 1922, NA, 1997, NA, 4, NA, NA
Günter Schwartzkopff, 1898, NA, 1940, NA, 32, NA, NA
Günter Steinhausen, 1917, NA, 1942, NA, 32, NA, NA
Günter Vollmer, 1917, Germany, 2004, NA, 32, NA, NA
Günther-Eberhardt Wisliceny, 1912, NA, 1985, NA, 2, NA, NA
Günther Angern, 1893, NA, 1943, NA, 32, NA, NA
Günther Anhalt, 1906, NA, 1945, NA, 6, NA, NA
Günther Bahr, 1921, NA, 2009, NA, 32, NA, NA
Günther Bergerhoff, 1912, Germany, 1991, NA, 32, NA, NA
Günther Bleckmann, 1914, Germany, 1944, NA, 32, NA, NA
Günther Brandt, 1898, NA, 1973, NA, 32, NA, NA
Günther Degen, 1917, Germany, 1945, NA, 2, NA, NA
Günther Drange, 1897, Germany, 1970, NA, 32, NA, NA
Günther Ehrt, 1916, Germany, 1944, NA, 32, NA, NA
Günther Freiherr von Maltzahn, 1910, NA, 1953, NA, 32, NA, NA
Günther Frenzel, 1919, Germany, 2011, NA, 32, NA, NA
Günther Gumprich, 1900, NA, 1943, NA, 32, NA, NA
Günther Hessler, 1909, NA, 1968, NA, 32, NA, NA
Günther Heydemann, 1914, NA, 1986, NA, 32, NA, NA
Günther Hilt, 1918, Germany, 1944, NA, 32, NA, NA
Günther Hochgartz, 1918, Germany, 2005, NA, 32, NA, NA
Günther Hoffmann-Schönborn, 1905, NA, 1970, NA, 32, NA, NA
Günther Kempin, 1920, Germany, 1998, NA, 32, NA, NA
Günther Konopacki, 1921, Germany, 1987, NA, 32, NA, NA
Günther Korten, 1898, NA, 1944, NA, 32, NA, NA
Günther Krappe, 1893, NA, 1981, NA, 32, NA, NA
Günther Krech, 1914, NA, 2000, NA, 32, NA, NA
Günther Lütjens, 1889, NA, 1941, NA, 32, NA, NA
Günther Müller-Stöckheim, 1913, NA, 1943, NA, 32, NA, NA
Günther Pape, 1907, NA, 1986, NA, 32, NA, NA
Günther Pulst, 1918, NA, 1991, NA, 2, NA, NA
Günther Radusch, 1912, NA, 1988, NA, 2, NA, NA
Günther Rüdel, 1883, NA, 1950, NA, 10, NA, NA
Günther Sachs, 1903, Germany, 1962, NA, 32, NA, NA
Günther Schack, 1917, NA, 2003, NA, 32, NA, NA
Günther Scheel, 1921, Germany, 1943, NA, 32, NA, NA
Günther Schemmel, 1904, Germany, 1990, NA, 32, NA, NA
Günther Seeger, 1918, Germany, 2013, NA, 32, NA, NA
Günther Seibicke, 1911, NA, 1943, NA, 32, NA, NA
Günther Sempert, 1918, Germany, 2009, NA, 32, NA, NA
Günther Sitter, 1915, Germany, 1944, NA, 4, NA, NA
Günther Specht, 1914, NA, 1945, NA, 4, NA, NA
Günther Straehler-Pohl, 1917, NA, 1980, NA, 32, NA, NA
Günther Tonne, 1916, Germany, 1943, NA, 32, NA, NA
Günther Tribukait, 1909, NA, 1947, NA, 32, NA, NA
Günther Viezenz, 1921, NA, 1999, NA, 32, NA, NA
Günther von Kirchbach, 1850, NA, 1925, NA, 2, NA, NA
Gʻafur Gʻulom, 1903, NA, 1966, NA, 4, NA, NA
Xaver Bittl, 1915, Germany, 1944, NA, 32, NA, NA
Xavier Boisselot, 1811, NA, 1893, NA, 12, NA, NA
Xavier Moissinac, 1896, NA, 1918, NA, 2, NA, NA
Xhemal Aranitasi, 1886, NA, 1961, NA, 29, NA, NA
Xiang Rong, 1810, NA, 1856, NA, 3, NA, NA
Xiao Jinguang, 1903, NA, 1989, NA, 3, NA, NA
Ángel Felicísimo Rojas, 1909, Ecuador, 2003, NA, 21, NA, NA
Nadir Afonso, 1920, Portugal, 2013, NA, 42, NA, NA
Nadiya Svitlychna, 1936, NA, 2006, NA, 2, NA, NA
Nagarjun, 1911, NA, 1998, NA, 2, NA, NA
Nagarur Gopinath, 1922, NA, 2007, NA, 3, NA, NA
Nakamura Satoru, 1854, Japan, 1925, NA, 23, NA, NA
Nalini Ambady, 1959, NA, 2013, NA, 51, NA, NA
Nalini Bala Devi, 1897, NA, 1977, NA, 2, NA, NA
Nancy Kulp, 1921, NA, 1991, Cancer, 2, NA, NA
Nanda (actress), 1939, NA, 2014, Myocardial infarction, 42, NA, NA
Nannasaddie, 1872, United States, 1875, NA, 14, NA, NA
Naomi Feinbrun-Dothan, 1900, NA, 1995, NA, 12, NA, NA
Napier Crookenden, 1915, NA, 2002, NA, 3, NA, NA
Narayan Gangaram Surve, 1926, India, 2010, NA, 10, NA, NA
Nargis, 1929, India, 1981, NA, 10, NA, Islam
Narla Tata Rao, 1942, NA, 2007, NA, 2, NA, NA
Nat Fein, 1914, United States, 2000, NA, 14, NA, NA
Nat Flatman, 1810, NA, 1860, NA, 35, NA, NA
Natalya Gundareva, 1948, NA, 2005, NA, 2, NA, NA
Natalya Meklin, 1922, Ukraine, 2005, NA, 23, NA, NA
Natan Shalem, 1897, NA, 1959, NA, 13, NA, NA
Natan Yonatan, 1923, Ukraine, 2004, NA, 2, NA, NA
Nathan Bruckenthal, 1979, NA, 2004, NA, 7, NA, NA
Nathan Chapman (soldier), 1970, NA, 2002, NA, 2, NA, NA
Nathan Cohn, 1907, NA, 1989, NA, 2, NA, NA
Nathan Green Gordon, 1916, NA, 2008, NA, 3, NA, NA
Nathan H. Edgerton, 1839, NA, 1932, NA, 14, NA, NA
Nathan Marcuvitz, 1913, NA, 2010, NA, 25, NA, NA
Nathan Rotenstreich, 1914, NA, 1993, NA, 2, NA, NA
Nathan Sharon, 1925, Poland, 2011, NA, 12, NA, NA
Nathaniel A. Owings, 1903, NA, 1984, NA, 14, NA, NA
Nathaniel Bowden-Smith, 1838, NA, 1921, NA, 17, NA, NA
Nathaniel C. Barker, 1836, NA, 1904, NA, 14, NA, NA
Nathaniel Gwynne, 1849, NA, 1883, NA, 14, NA, NA
Nathaniel M. Allen, 1840, NA, 1900, NA, 14, NA, NA
Nathaniel Nemetz, 1913, NA, 1997, NA, 2, NA, NA
Natteri Veeraraghavan, 1913, NA, 2004, NA, 10, NA, NA
Naum Sorkin, 1899, Ukraine, 1980, NA, 3, NA, NA
Navalpakkam Parthasarthy, 1900, NA, 1993, NA, 10, NA, NA
Navaneetham Padmanabha Seshadri, 1929, NA, 2009, NA, 10, NA, NA
Navdeep Singh (Ashok Chakra), NA, NA, 2011, NA, 13, NA, NA
Nazir Ahmed (scholar), 1915, India, 2008, NA, 2, NA, NA
Nazir Latif, 1927, NA, 2008, NA, 14, NA, NA
Neal Amundson, 1916, NA, 2011, NA, 2, NA, NA
Neal Anderson Scott, 1919, NA, 1942, NA, 10, NA, NA
Necdet Kent, 1911, NA, 2002, NA, 30, NA, Islam
Nechemya Cohen, 1943, Israel, 1967, NA, 30, NA, NA
Necip Torumtay, 1926, Turkey, 2011, NA, 51, NA, NA
Ned Baird, 1864, NA, 1956, NA, 27, NA, NA
Nedrick Young, 1914, NA, 1968, NA, 2, NA, NA
Needham Roberts, 1901, NA, 1949, NA, 2, NA, NA
Neel E. Kearby, 1911, NA, 1944, NA, 2, NA, NA
Neelakantan Jayachandran Nair, 1951, NA, 1993, NA, 2, NA, NA
Neerja Bhanot, 1963, NA, 1986, NA, 35, NA, NA
Neil Anderson (RNZN officer), 1927, NA, 2010, NA, 2, NA, NA
Neil Arnott, 1788, NA, 1874, NA, 13, NA, NA
Neil Bancroft, 1846, United States, 1901, NA, 14, NA, NA
Neil Kensington Adam, 1891, NA, 1973, NA, 13, NA, NA
Neil Lloyd Macky, 1891, NA, 1981, NA, 14, NA, NA
Neil Primrose (politician), 1882, NA, 1917, NA, 14, NA, NA
Neil Rutherford, 1922, NA, 1976, NA, 44, NA, NA
Neil Wheeler, 1917, NA, 2009, NA, 5, NA, NA
Neil Williams (artist), 1934, United States, 1988, NA, 21, NA, NA
Neiliezhü Üsou, 1941, India, 2009, NA, 38, NA, Christianity
Neill Malcolm, 1869, United Kingdom, 1953, NA, 2, NA, NA
Neldon Theo French, 1918, NA, 1942, NA, 2, NA, NA
Nella Larsen, 1891, NA, 1964, NA, 21, NA, NA
Nellie Bly, 1864, NA, 1922, NA, 29, NA, NA
Nello Carrara, 1900, NA, 1993, NA, 2, NA, NA
Nels Wold, 1895, NA, 1918, NA, 14, NA, NA
Nelson Bunker Hunt, 1926, United States, 2014, NA, 3, NA, NA
Nelson Dunford, 1906, NA, 1986, NA, 21, NA, NA
Nelson M. Cooke, 1903, NA, 1965, NA, 2, NA, NA
Nelson M. Holderman, 1885, NA, 1953, NA, 4, NA, NA
Nelson V. Brittin, 1920, NA, 1951, NA, 3, NA, NA
Nelson W. Ward, 1837, NA, 1929, NA, 14, NA, NA
Nemi Chandra Jain, 1919, NA, 2005, NA, 10, NA, NA
Nestor Genko, 1839, NA, 1904, NA, 3, NA, NA
Nestor Redondo, 1928, Philippines, 1995, NA, 12, NA, NA
Nesuhi Ertegun, 1917, Turkey, 1989, NA, 26, NA, NA
Nettie Rosenstein, 1890, NA, 1980, NA, 2, NA, NA
Nevil Brownjohn, 1897, NA, 1973, NA, 4, NA, NA
Neville Bertie-Clay, NA, NA, 1938, NA, 6, NA, NA
Neville Duke, 1922, NA, 2007, NA, 6, NA, NA
Neville Lyttelton, 1845, NA, 1931, NA, 4, NA, NA
Neville McNamara, 1923, NA, 2014, NA, 4, NA, NA
Neville Stack, 1919, NA, 1994, NA, 6, NA, NA
Neville Travers Borton, 1870, NA, 1938, NA, 33, NA, NA
Newt H. Hall, 1873, NA, 1939, NA, 25, NA, NA
Newton H. Hall, 1842, NA, 1911, NA, 14, NA, NA
Newton T. Gould, 1843, NA, 1925, NA, 14, NA, NA
Ng Eng Teng, 1934, NA, 2001, NA, 5, NA, NA
Ngapoi Ngawang Jigme, 1910, NA, 2009, NA, 19, NA, NA
Nguyễn Chí Thanh, 1914, NA, 1967, NA, 28, NA, NA
Nguyễn Phan Chánh, 1892, NA, 1984, NA, 3, NA, NA
Niaz Fatehpuri, 1882, India, 1966, NA, 13, NA, NA
Nichita Stănescu, 1933, Romania, 1983, NA, 12, NA, NA
Nicholas Ambraseys, 1929, NA, 2012, NA, 2, NA, NA
Nicholas Boquet, 1842, NA, 1912, NA, 14, NA, NA
Nicholas Browne, 1947, NA, 2014, Parkinson's disease, 2, NA, NA
Nicholas Copeman, 1906, NA, 1969, NA, 3, NA, NA
Nicholas Foran, 1844, NA, 1927, NA, 14, NA, NA
Nicholas Fox, 1844, NA, 1929, NA, 14, NA, NA
Nicholas Georgiadis, 1923, NA, 2001, NA, 2, NA, NA
Nicholas Geschwind, NA, NA, 1897, NA, 14, NA, NA
Nicholas Goldschmidt, 1908, NA, 2004, NA, 15, NA, NA
Nicholas Gresham Cooke, 1913, NA, 1940, NA, 43, NA, NA
Nicholas Hunt, 1930, NA, 2013, NA, 2, NA, NA
Nicholas Irwin, 1833, NA, 1896, NA, 14, NA, NA
Nicholas J. Cutinha, 1945, NA, 1968, NA, 2, NA, NA
Nicholas J. Hoff, 1906, Hungary, 1997, NA, 2, NA, NA
Nicholas J. Phillips, 1933, United Kingdom, 2009, NA, 21, NA, NA
Nicholas Kemmer, 1911, NA, 1999, NA, 2, NA, NA
Nicholas Lear, 1826, NA, 1902, NA, 14, NA, NA
Nicholas Oresko, 1917, NA, 2013, NA, 8, NA, NA
Nicholas Turro, 1938, United States, 2012, NA, 3, NA, NA
Nick Bacon, 1945, NA, 2010, NA, 16, NA, NA
Nick Erickson, 1870, NA, 1931, NA, 14, NA, NA
Nick Shuk, 1930, NA, 1983, NA, 23, NA, NA
Nick Wall, 1906, Canada, 1983, NA, 41, NA, NA
Nickolaus Hirschl, 1906, NA, 1991, NA, 40, NA, NA
Nicolae Sulac, 1936, NA, 2003, NA, 31, NA, Eastern Orthodox Church
Nicolai Clausen, 1911, NA, 1943, NA, 32, NA, NA
Nicolai Poliakoff, 1900, NA, 1974, NA, 27, NA, NA
Nicolas-François Roussel d'Hurbal, 1763, France, 1849, NA, 8, NA, NA
Nicolas-Marie Songis des Courbons, 1761, France, 1810, NA, 3, NA, NA
Nicolas Bernard Guiot de Lacour, 1771, NA, 1809, NA, 16, NA, NA
Nicolas Carone, 1917, NA, 2010, NA, 3, NA, NA
Nicolas Ernault des Bruslys, 1757, NA, 1809, NA, 16, NA, NA
Nicolas François Conroux, 1770, France, 1813, NA, 16, NA, NA
Nicolas Léonard Beker, 1770, France, 1840, NA, 2, NA, NA
Nicolas Minorsky, 1885, NA, 1970, NA, 14, NA, NA
Nicolas Sanabria, 1889, NA, 1945, NA, 40, NA, NA
Nicole Lai, 1974, NA, 2008, NA, 3, NA, NA
Niels Bätge, 1913, NA, 1944, NA, 32, NA, NA
Niels Drustrup, 1876, NA, 1957, NA, 14, NA, NA
Niels Laache, 1831, NA, 1892, NA, 17, NA, NA
Nigel Coates (admiral), 1959, NA, 2010, NA, 18, NA, NA
Nigel Cullen, 1917, NA, 1941, NA, 43, NA, NA
Nigel Henderson, 1909, NA, 1993, NA, 2, NA, NA
Nigel Jenkins, 1949, NA, 2014, NA, 2, NA, NA
Nigel Patrick, 1912, NA, 1981, NA, 2, NA, NA
Nigel Poett, 1907, NA, 1991, NA, 2, NA, NA
Nigel Priestley, 1943, NA, 2014, NA, 4, NA, NA
Nigel Tapp, 1904, NA, 1991, NA, 3, NA, NA
Nikodem Sulik, 1893, NA, 1954, NA, 8, NA, NA
Nikola Ilić, 1985, NA, 2012, NA, 2, 2.07, NA
